sequence_accession,sequence_isolate,sequence_completeness,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_subdiv2name,collection_subdiv2code,collection_subdiv2lat,collection_subdiv2long,date_ymd,date_dec,date_ym,date_y,tipnames,date_tipdate,host_class,host_order,host_family,host_sciname,host_commonname,date_parsed,collection_tipcode,sequence_start,sequence_end,sequence_length,sequence_generegion
NA,USUV-6831/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,centre-val de loire,fr.cn,47.4804760317939,1.68531193534048,indre,fr.in,46.777802251863,1.57596419143742,2018-09-28,2018.7397260274,2018-09,2018,USUV-6831/France/2018|turdus_merula|fr_in|2018-09-28,2018-09-28,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-28,fr_in,8969,9274,305,NS5a
NA,USUV-6894/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,île-de-france,fr.if,48.7090354165318,2.5047814681706,seine-et-marne,fr.se,48.6265339120172,2.93340186205791,2018-09-17,2018.7095890411,2018-09,2018,USUV-6894/France/2018|turdus_merula|fr_se|2018-09-17,2018-09-17,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-17,fr_se,8969,9274,305,NS5a
NA,USUV-6895/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,île-de-france,fr.if,48.7090354165318,2.5047814681706,seine-et-marne,fr.se,48.6265339120172,2.93340186205791,2018-10-02,2018.75068493151,2018-10,2018,USUV-6895/France/2018|turdus_merula|fr_se|2018-10-02,2018-10-02,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-10-02,fr_se,8969,9274,305,NS5a
NA,USUV-7323/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,grand est,fr.ao,48.6891244210794,5.61945027345468,vosges,fr.vg,48.1965756729262,6.38051041279112,2018-10-02,2018.75068493151,2018-10,2018,USUV-7323/France/2018|garrulus_glandarius|fr_vg|2018-10-02,2018-10-02,aves,passeriformes,corvidae,garrulus glandarius,eurasian jay,2018-10-02,fr_vg,8969,9274,305,NS5a
NA,USUV-7378/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,île-de-france,fr.if,48.7090354165318,2.5047814681706,yvelines,fr.yv,48.8149495062942,1.8415961576235,2018-08-14,2018.61643835616,2018-08,2018,USUV-7378/France/2018|turdus_merula|fr_yv|2018-08-14,2018-08-14,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-14,fr_yv,8969,9274,305,NS5a
NA,USUV-7380/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,île-de-france,fr.if,48.7090354165318,2.5047814681706,essonne,fr.es,48.522179418676,2.2431732939321,2018-08-27,2018.65205479452,2018-08,2018,USUV-7380/France/2018|poecile_atricapillus|fr_es|2018-08-27,2018-08-27,aves,passeriformes,paridae,poecile atricapillus,black-capped chickadee,2018-08-27,fr_es,8969,9274,305,NS5a
NA,USUV-6698/France/2020,NA,western europe,france,fra,46.5103009447381,2.5780749353201,grand est,fr.ao,48.6891244210794,5.61945027345468,marne,fr.mr,48.9492680169495,4.23854637479399,2020-08-07,2020.59836065574,2020-08,2020,USUV-6698/France/2020|turdus_merula|fr_mr|2020-08-07,2020-08-07,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2020-08-07,fr_mr,8969,9274,305,NS5a
NA,USUV-6699/France/2020,NA,western europe,france,fra,46.5103009447381,2.5780749353201,bourgogne-franche-comté,fr.bf,47.2350842230609,4.80924796225072,yonne,fr.yo,47.839815781934,3.56434961600001,2020-09-17,2020.71038251366,2020-09,2020,USUV-6699/France/2020|turdus_merula|fr_yo|2020-09-17,2020-09-17,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2020-09-17,fr_yo,8969,9274,305,NS5a
NA,USUV-6802/France/2020,NA,western europe,france,fra,46.5103009447381,2.5780749353201,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,rhône,fr.rh,45.8703314914795,4.64141155225127,2020-09-16,2020.70765027322,2020-09,2020,USUV-6802/France/2020|turdus_merula|fr_rh|2020-09-16,2020-09-16,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2020-09-16,fr_rh,8969,9274,305,NS5a
NA,USUV-10488/France/2021,NA,western europe,france,fra,46.5103009447381,2.5780749353201,bourgogne-franche-comté,fr.bf,47.2350842230609,4.80924796225072,yonne,fr.yo,47.839815781934,3.56434961600001,2021-08-30,2021.6602739726,2021-08,2021,USUV-10488/France/2021|passer_domesticus|fr_yo|2021-08-30,2021-08-30,aves,passeriformes,passeridae,passer domesticus,house sparrow,2021-08-30,fr_yo,8969,9274,305,NS5a
NA,USUV-10492/France/2021,NA,western europe,france,fra,46.5103009447381,2.5780749353201,grand est,fr.ao,48.6891244210794,5.61945027345468,bas-rhin,fr.br,48.6707149204577,7.55134880943968,2021-09-15,2021.70410958904,2021-09,2021,USUV-10492/France/2021|turdus_merula|fr_br|2021-09-15,2021-09-15,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2021-09-15,fr_br,8969,9247,278,NS5a
NA,USUV-1434/France/2021,NA,western europe,france,fra,46.5103009447381,2.5780749353201,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,rhône,fr.rh,45.8703314914795,4.64141155225127,2021-10-11,2021.77534246575,2021-10,2021,USUV-1434/France/2021|turdus_merula|fr_rh|2021-10-11,2021-10-11,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2021-10-11,fr_rh,NA,NA,NA,NA
NA,USUV-6736/France/2017,NA,western europe,france,fra,46.5103009447381,2.5780749353201,grand est,fr.ao,48.6891244210794,5.61945027345468,haut-rhin,fr.hr,47.858558826302,7.27407010115397,NA,NA,2017-08,2017,USUV-6736/France/2017|strix_nebulosa|fr_hr|2017-08,2017-08,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2017-08-01,fr_hr,8998,9861,863,NS5a
NA,USUV-5425/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,rhône,fr.rh,45.8703314914795,4.64141155225127,NA,NA,2018-08,2018,USUV-5425/France/2018|bubo_scandiacus|fr_rh|2018-08,2018-08,aves,strigiformes,strigidae,bubo scandiacus,snowy owl,2018-08-01,fr_rh,8969,9274,305,NS5a
NA,USUV-5450/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,centre-val de loire,fr.cn,47.4804760317939,1.68531193534048,cher,fr.ch,47.0648047400716,2.49102136186609,NA,NA,2018-08,2018,USUV-5450/France/2018|turdus_merula|fr_ch|2018-08,2018-08,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-01,fr_ch,8969,9274,305,NS5a
NA,USUV-5693/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,centre-val de loire,fr.cn,47.4804760317939,1.68531193534048,loir-et-cher,fr.lc,47.6165720669948,1.4295323778329,NA,NA,2018-08,2018,USUV-5693/France/2018|strix_nebulosa|fr_lc|2018-08,2018-08,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2018-08-01,fr_lc,8969,9274,305,NS5a
NA,USUV-5695/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,centre-val de loire,fr.cn,47.4804760317939,1.68531193534048,loir-et-cher,fr.lc,47.6165720669948,1.4295323778329,NA,NA,2018-08,2018,USUV-5695/France/2018|strix_nebulosa|fr_lc|2018-08,2018-08,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2018-08-01,fr_lc,8969,9274,305,NS5a
NA,USUV-5940/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,centre-val de loire,fr.cn,47.4804760317939,1.68531193534048,cher,fr.ch,47.0648047400716,2.49102136186609,NA,NA,2018-09,2018,USUV-5940/France/2018|turdus_merula|fr_ch|2018-09,2018-09,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-01,fr_ch,8969,9274,305,NS5a
NA,USUV-5943/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,centre-val de loire,fr.cn,47.4804760317939,1.68531193534048,cher,fr.ch,47.0648047400716,2.49102136186609,NA,NA,2018-09,2018,USUV-5943/France/2018|turdus_merula|fr_ch|2018-09,2018-09,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-01,fr_ch,8969,9274,305,NS5a
NA,USUV-6124/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,centre-val de loire,fr.cn,47.4804760317939,1.68531193534048,loiret,fr.lt,47.9119149830471,2.3442066949658,NA,NA,2018-09,2018,USUV-6124/France/2018|turdus_merula|fr_lt|2018-09,2018-09,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-01,fr_lt,8969,9274,305,NS5a
NA,USUV-6575/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,normandie,fr.nd,49.1207774760085,0.103954251480573,eure,fr.eu,49.113557707715,0.996036062663162,NA,NA,2018-09,2018,USUV-6575/France/2018|strix_nebulosa|fr_eu|2018-09,2018-09,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2018-09-01,fr_eu,8969,9274,305,NS5a
NA,USUV-6576/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,normandie,fr.nd,49.1207774760085,0.103954251480573,eure,fr.eu,49.113557707715,0.996036062663162,NA,NA,2018-09,2018,USUV-6576/France/2018|strix_nebulosa|fr_eu|2018-09,2018-09,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2018-09-01,fr_eu,8969,9274,305,NS5a
NA,USUV-6577/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,occitanie,fr.lp,43.7028957316864,2.13543482835379,lozère,fr.lz,44.5170923309966,3.5001767279856,NA,NA,2018-09,2018,USUV-6577/France/2018|turdus_merula|fr_lz|2018-09,2018-09,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-01,fr_lz,8969,9274,305,NS5a
NA,USUV-6677/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,grand est,fr.ao,48.6891244210794,5.61945027345468,moselle,fr.mo,49.037271580446,6.66310853802115,NA,NA,2018-09,2018,USUV-6677/France/2018|strix_nebulosa|fr_mo|2018-09,2018-09,aves,strigiformes,strigidae,strix nebulosa,great grey owl,2018-09-01,fr_mo,8969,9274,305,NS5a
NA,USUV-6687/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,rhône,fr.rh,45.8703314914795,4.64141155225127,NA,NA,2018-09,2018,USUV-6687/France/2018|turdus_merula|fr_rh|2018-09,2018-09,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-01,fr_rh,8969,9274,305,NS5a
NA,USUV-6732/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,rhône,fr.rh,45.8703314914795,4.64141155225127,NA,NA,2018-09,2018,USUV-6732/France/2018|turdus_merula|fr_rh|2018-09,2018-09,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-01,fr_rh,8969,9274,305,NS5a
NA,USUV-6797/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,auvergne-rhône-alpes,fr.ar,45.5190780558984,4.54715006428513,rhône,fr.rh,45.8703314914795,4.64141155225127,NA,NA,2018-10,2018,USUV-6797/France/2018|turdus_merula|fr_rh|2018-10,2018-10,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-10-01,fr_rh,8969,9274,305,NS5a
NA,USUV-7338/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,centre-val de loire,fr.cn,47.4804760317939,1.68531193534048,loiret,fr.lt,47.9119149830471,2.3442066949658,NA,NA,2018-10,2018,USUV-7338/France/2018|turdus_merula|fr_lt|2018-10,2018-10,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-10-01,fr_lt,8969,9274,305,NS5a
NA,USUV-7339/France/2018,NA,western europe,france,fra,46.5103009447381,2.5780749353201,centre-val de loire,fr.cn,47.4804760317939,1.68531193534048,loiret,fr.lt,47.9119149830471,2.3442066949658,NA,NA,2018-10,2018,USUV-7339/France/2018|poecile_atricapillus|fr_lt|2018-10,2018-10,aves,passeriformes,paridae,poecile atricapillus,black-capped chickadee,2018-10-01,fr_lt,8969,9274,305,NS5a
AY453411,NA,complete,western europe,austria,aut,47.5942901543001,14.1261824377155,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2001,AY453411|NA|aut|2001,2001,NA,NA,NA,NA,NA,2001-05-29,aut,1,10316,10315,nflg
AY453412,NA,complete,southern africa,south africa,zaf,-28.9709136281448,25.1981253246192,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,1959,AY453412|NA|zaf|1959,1959,NA,NA,NA,NA,culicidae,1959-05-29,zaf,1,10316,10315,nflg
EF078294,USU281-03,partial,western europe,austria,aut,47.5942901543001,14.1261824377155,wien,at.wi,48.2089421257604,16.3790253882177,NA,NA,NA,list,NA,NA,NA,2003,EF078294|turdus_merula|at_wi|2003,2003,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2003-05-29,at_wi,1065,2406,1341,E
EF078295,USU450-03,partial,western europe,austria,aut,47.5942901543001,14.1261824377155,niederösterreich,at.no,48.2718646696418,15.7529218938467,gänserndorf,at.no.gf,48.3512535141354,16.7519722342199,NA,NA,NA,2003,EF078295|parus_major|at_no_gf|2003,2003,aves,passeriformes,paridae,parus major,great tit,2003-05-29,at_no_gf,1065,2406,1341,E
EF078296,USU499-03,partial,western europe,austria,aut,47.5942901543001,14.1261824377155,niederösterreich,at.no,48.2718646696418,15.7529218938467,neunkirchen,at.no.nk,47.6886124684179,15.9438727482856,NA,NA,NA,2003,EF078296|sitta_europaea|at_no_nk|2003,2003,aves,passeriformes,sittidae,sitta europaea,eurasian nuthatch,2003-05-29,at_no_nk,1065,2406,1341,E
EF078297,USU502-03,partial,western europe,austria,aut,47.5942901543001,14.1261824377155,burgenland,at.bu,47.5422084232857,16.5210916421406,güssing,at.bu.gs,47.1026866105888,16.2985244679149,NA,NA,NA,2003,EF078297|turdus_merula|at_bu_gs|2003,2003,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2003-05-29,at_bu_gs,1065,2406,1341,E
EF078298,USU338-04,partial,western europe,austria,aut,47.5942901543001,14.1261824377155,niederösterreich,at.no,48.2718646696418,15.7529218938467,tulln,at.no.tu,48.3468284353356,15.9989391638056,NA,NA,NA,2004,EF078298|turdus_merula|at_no_tu|2004,2004,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2004-05-29,at_no_tu,1065,2406,1341,E
EF078299,USU618-04,partial,western europe,austria,aut,47.5942901543001,14.1261824377155,steiermark,at.st,47.2699907298467,15.014733244016,graz stadt,NA,47.0755172340172,15.4403364835446,NA,NA,NA,2004,EF078299|turdus_merula|at_st|2004,2004,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2004-05-29,at_st,1065,2406,1341,E
EF078300,USU623-04,partial,western europe,austria,aut,47.5942901543001,14.1261824377155,niederösterreich,at.no,48.2718646696418,15.7529218938467,amstetten,at.no.am,48.0344804688086,14.7482759193263,NA,NA,NA,2004,EF078300|turdus_merula|at_no_am|2004,2004,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2004-05-29,at_no_am,1065,2406,1341,E
EF078301,USU589-05,partial,western europe,austria,aut,47.5942901543001,14.1261824377155,wien,at.wi,48.2089421257604,16.3790253882177,NA,NA,NA,list,NA,NA,NA,2005,EF078301|turdus_merula|at_wi|2005,2005,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2005-05-29,at_wi,1065,2406,1341,E
EF206350,Budapest,complete,eastern europe,hungary,hun,47.1703761996839,19.3977670199114,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2005,EF206350|turdus_merula|hun|2005,2005,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2005-05-29,hun,1,10316,10315,nflg
EF393679,USU588-05,partial,western europe,austria,aut,47.5942901543001,14.1261824377155,wien,at.wi,48.2089421257604,16.3790253882177,NA,NA,NA,list,NA,NA,NA,2005,EF393679|turdus_merula|at_wi|2005,2005,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2005-05-29,at_wi,1065,2406,1341,E
EF393680,USU604-05,partial,western europe,austria,aut,47.5942901543001,14.1261824377155,wien,at.wi,48.2089421257604,16.3790253882177,NA,NA,NA,list,NA,NA,NA,2005,EF393680|turdus_merula|at_wi|2005,2005,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2005-05-29,at_wi,1065,2406,1341,E
EF393681,USU629-05,partial,western europe,austria,aut,47.5942901543001,14.1261824377155,wien,at.wi,48.2089421257604,16.3790253882177,NA,NA,NA,list,NA,NA,NA,2005,EF393681|turdus_merula|at_wi|2005,2005,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2005-05-29,at_wi,1065,2406,1341,E
EU074021,NA,partial,southern africa,south africa,zaf,-28.9709136281448,25.1981253246192,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,1959,EU074021|NA|zaf|1959,1959,NA,NA,NA,NA,NA,1959-05-29,zaf,8962,9202,240,NS5a
HQ833022,HU10279_09,partial,southern europe,spain,esp,40.1894641959532,-3.70568864248137,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2009,HQ833022|culex_perexiguus|esp|2009,2009,insecta,diptera,culicidae,culex perexiguus,culex perexiguus,2009-05-29,esp,8283,9959,1676,NS5a
JF266698,NA,complete,southern europe,italy,ita,42.7080607219025,12.208345049127,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,2009,JF266698|turdus_merula|ita|2009,2009,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2009-05-29,ita,1,10316,10315,nflg
JF826447,Usu425,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,NA,NA,NA,2009,JF826447|homo_sapiens|it_bo|2009,2009,mammalia,primates,hominidae,homo sapiens,human,2009-05-29,it_bo,1065,1485,420,E
JF826448,Usu973,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,bologna,it.bo,44.4315451949266,11.3483660408424,NA,NA,NA,2009,JF826448|homo_sapiens|it_bo|2009,2009,mammalia,primates,hominidae,homo sapiens,human,2009-05-29,it_bo,1579,2342,763,NA
KC754954,ArD19848,complete,western africa,senegal,sen,14.357700346957,-14.4663797488722,kédougou,sn.kg,12.8435677750204,-12.1950104413952,NA,NA,NA,list,NA,NA,NA,1974,KC754954|culex_perfuscus|sn_kg|1974,1974,insecta,diptera,culicidae,culex perfuscus,culex perfuscus,1974-05-29,sn_kg,1,10316,10315,nflg
KC754955,HB81P08,complete,middle africa,central african republic,caf,6.57844688477997,20.4790050650325,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,1981,KC754955|homo_sapiens|caf|1981,1981,mammalia,primates,hominidae,homo sapiens,human,1981-05-29,caf,1,10316,10315,nflg
KC754956,ArD101291,complete,western africa,senegal,sen,14.357700346957,-14.4663797488722,louga,sn.lg,15.4266318031513,-15.5412699346472,NA,NA,NA,list,NA,NA,NA,1993,KC754956|culex_univittatus|sn_lg|1993,1993,insecta,diptera,culicidae,culex univittatus,culex univittatus,1993-05-29,sn_lg,1,10316,10315,nflg
KC754957,ArD192495,complete,western africa,senegal,sen,14.357700346957,-14.4663797488722,louga,sn.lg,15.4266318031513,-15.5412699346472,NA,NA,NA,list,NA,NA,NA,2007,KC754957|culex_neavei|sn_lg|2007,2007,insecta,diptera,culicidae,culex neavei,culex neavei,2007-05-29,sn_lg,1,10316,10315,nflg
KC754958,ArB1803,complete,middle africa,central african republic,caf,6.57844688477997,20.4790050650325,NA,NA,NA,NA,NA,NA,NA,list,NA,NA,NA,1969,KC754958|culex_perfuscus|caf|1969,1969,insecta,diptera,culicidae,culex perfuscus,culex perfuscus,1969-05-29,caf,1,10316,10315,nflg
KF055439,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,lombardia,NA,45.6209228193015,9.77073774623,como,it.co,45.9277750637715,9.15321010077927,NA,NA,NA,2010,KF055439|turdus_merula|it_co|2010,2010,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2010-05-29,it_co,1,2977,2976,E
KF055440,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ferrara,it.fe,44.7896320934572,11.8486705980501,NA,NA,NA,2011,KF055440|culex_pipiens|it_fe|2011,2011,insecta,diptera,culicidae,culex pipiens,culex pipiens,2011-05-29,it_fe,1,2977,2976,E
KF055441,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,rimini,it.rn,43.9785928301939,12.5560618999898,NA,NA,NA,2011,KF055441|culex_pipiens|it_rn|2011,2011,insecta,diptera,culicidae,culex pipiens,culex pipiens,2011-05-29,it_rn,1,2977,2976,E
KF055442,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ferrara,it.fe,44.7896320934572,11.8486705980501,NA,NA,NA,2011,KF055442|turdus_merula|it_fe|2011,2011,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2011-05-29,it_fe,1,2977,2976,E
KF055443,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,NA,NA,NA,2012,KF055443|culex_pipiens|it_mo|2012,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,2012-05-29,it_mo,1,2977,2976,E
KF055444,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,modena,it.mo,44.5367158468791,10.8923956944674,NA,NA,NA,2012,KF055444|culex_pipiens|it_mo|2012,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,2012-05-29,it_mo,1,2977,2976,E
KF055445,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,lombardia,NA,45.6209228193015,9.77073774623,NA,NA,NA,list,NA,NA,NA,2012,KF055445|culex_pipiens|ita|2012,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,2012-05-29,ita,1,2977,2976,E
KF055446,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,lombardia,NA,45.6209228193015,9.77073774623,brescia,it.bs,45.7017616469474,10.312314240075,NA,NA,NA,2012,KF055446|culex_pipiens|it_bs|2012,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,2012-05-29,it_bs,1,2977,2976,E
KF055447,NA,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,emilia-romagna,NA,44.5384682233432,11.0245992898255,ferrara,it.fe,44.7896320934572,11.8486705980501,NA,NA,NA,2012,KF055447|culex_pipiens|it_fe|2012,2012,insecta,diptera,culicidae,culex pipiens,culex pipiens,2012-05-29,it_fe,1,2977,2976,E
